;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
1564;Youssef Maleh;it ITA;MF;Lecce;it Serie A;24-217;1998;4.9;17.8;25.9;68.5;266.5;71.0;10.2;12.7;80.6;5.71;8.98;63.6;1.22;2.45;50.0;0.00;0.02;0.02;-0.02;0.61;2.24;0.20;0.00;2.04;Matches;4c8845f7
1565;Donyell Malen;nl NED;FW;Dortmund;de Bundesliga;24-067;1999;11.8;23.1;31.4;73.5;330.9;84.5;12.7;15.1;84.3;6.78;9.32;72.7;1.61;3.31;48.7;0.25;0.24;0.23;0.02;1.78;1.95;1.10;0.34;2.63;Matches;864163f3
1566;Ruslan Malinovskyi;ua UKR;MFFW;Atalanta;it Serie A;29-327;1993;6.1;40.7;54.4;74.7;795.2;269.7;17.4;20.2;86.2;15.9;19.8;80.2;6.39;10.5;60.9;0.33;0.33;0.21;0.00;2.13;5.90;2.46;0.00;8.20;Matches;48d5bd33
1567;Ruslan Malinovskyi;ua UKR;MFFW;Marseille;fr Ligue 1;29-327;1993;7.5;30.4;39.9;76.3;491.6;138.3;15.1;17.9;84.3;11.3;14.5;78.0;2.67;4.40;60.6;0.00;0.20;0.13;-0.20;1.33;3.87;1.20;0.40;4.40;Matches;48d5bd33
1568;Hugo Mallo;es ESP;DF;Celta Vigo;es La Liga;31-278;1991;16.4;41.5;53.8;77.1;662.6;281.5;20.9;22.9;91.2;16.6;21.2;78.4;2.74;5.85;46.9;0.00;0.07;0.07;-0.07;0.55;2.68;1.04;0.55;2.74;Matches;cb574619
1569;Mickael Malsa;mq MTQ;MF;Valladolid;es La Liga;27-166;1995;0.8;16.3;25.0;65.0;195.0;115.0;8.75;11.3;77.8;6.25;10.0;62.5;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;3.75;0.00;0.00;6.25;Matches;bbc19252
1570;Giorgi Mamardashvili;ge GEO;GK;Valencia;es La Liga;22-179;2000;26.0;20.8;29.9;69.7;570.3;420.1;4.58;4.58;100.0;10.0;10.2;98.1;6.15;14.9;41.3;0.00;0.00;0.00;0.00;0.00;0.27;0.00;0.00;0.04;Matches;d4b73232
1571;Hianga Mananga Mbock;fr FRA;MF;Brest;fr Ligue 1;23-089;1999;0.2;40.0;50.0;80.0;730.0;65.0;15.0;15.0;100.0;20.0;30.0;66.7;5.00;5.00;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;0f86995c
1572;Gianluca Mancini;it ITA;DF;Roma;it Serie A;26-344;1996;24.2;41.7;51.5;80.8;798.9;293.6;15.8;17.4;91.0;20.1;22.6;89.0;5.25;10.1;52.0;0.08;0.05;0.04;0.03;0.54;3.18;0.41;0.12;2.64;Matches;5aa53281
1573;Steve Mandanda;fr FRA;GK;Rennes;fr Ligue 1;37-364;1985;25.5;26.7;36.4;73.4;745.3;518.7;4.47;4.55;98.3;12.9;13.1;98.5;9.14;18.4;49.6;0.04;0.00;0.00;0.04;0.04;0.43;0.00;0.00;0.00;Matches;1d2d5cc8
1574;Reinildo Mandava;mz MOZ;DF;Atlético Madrid;es La Liga;29-065;1994;20.6;44.6;51.8;86.0;638.4;250.2;26.5;28.3;93.5;14.5;16.6;87.7;1.84;4.08;45.2;0.00;0.02;0.04;-0.02;0.44;2.48;0.34;0.15;3.40;Matches;c20bdcd7
1575;Aïssa Mandi;dz ALG;DF;Villarreal;es La Liga;31-156;1991;5.4;53.0;58.9;89.9;991.5;343.9;18.5;20.0;92.6;27.2;29.3;93.0;5.74;6.85;83.8;0.00;0.00;0.02;0.00;0.19;2.59;0.19;0.00;3.15;Matches;fbd6378b
1576;Rolando Mandragora;it ITA;MF;Fiorentina;it Serie A;25-271;1997;15.0;36.6;45.5;80.4;697.7;228.1;14.7;16.9;87.0;16.2;18.5;87.7;4.60;7.20;63.9;0.20;0.25;0.23;-0.05;1.80;5.00;0.80;0.27;6.73;Matches;c7259b83
1577;Sadio Mané;sn SEN;FW;Bayern Munich;de Bundesliga;30-351;1992;12.0;19.6;26.6;73.7;285.8;78.7;12.0;14.4;83.2;5.92;7.33;80.7;1.08;1.58;68.4;0.33;0.23;0.23;0.11;1.42;0.92;1.92;0.25;2.92;Matches;c691bfe2
1578;Orel Mangala;be BEL;MF;Nott'ham Forest;eng Premier League;25-009;1998;8.4;30.1;37.5;80.3;449.6;120.7;16.5;18.5;89.7;11.1;13.1;84.5;1.55;3.21;48.1;0.00;0.01;0.01;-0.01;0.24;2.50;0.24;0.00;3.33;Matches;a572e291
1579;Thomas Mangani;fr FRA;MF;Ajaccio;fr Ligue 1;35-332;1987;9.9;45.1;66.5;67.8;909.1;337.4;16.4;21.1;77.5;18.9;25.9;73.0;8.28;16.6;50.0;0.10;0.16;0.15;-0.06;2.22;6.46;1.01;0.40;7.27;Matches;c801616a
1580;Vito Mannone;it ITA;GK;Lorient;fr Ligue 1;35-025;1988;14.9;24.6;32.2;76.3;593.9;386.8;5.03;5.03;100.0;14.4;14.6;98.6;5.10;12.6;40.6;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;Matches;c4173f1a
1581;Javier Manquillo;es ESP;DF;Newcastle Utd;eng Premier League;28-326;1994;0.1;40.0;70.0;57.1;680.0;340.0;20.0;30.0;66.7;20.0;30.0;66.7;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.0;Matches;758dd7f0
1582;Myziane Maolida;fr FRA;FWMF;Reims;fr Ligue 1;24-041;1999;1.8;30.0;42.8;70.1;397.8;68.9;18.9;26.1;72.3;8.89;11.7;76.2;0.56;1.67;33.3;0.00;0.00;0.11;0.00;0.00;1.11;1.11;0.00;1.67;Matches;706a60e1
1583;Myziane Maolida;fr FRA;FWMF;Hertha BSC;de Bundesliga;24-041;1999;1.1;7.27;13.6;53.3;117.3;27.3;3.64;6.36;57.1;2.73;5.45;50.0;0.91;0.91;100.0;0.00;0.18;0.45;-0.18;0.91;0.91;0.00;0.00;0.00;Matches;706a60e1
1584;Faitout Maouassa;fr FRA;FWDF;Montpellier;fr Ligue 1;24-264;1998;17.3;21.4;31.9;67.2;349.9;141.0;12.1;15.2;79.5;6.36;8.61;73.8;2.20;5.32;41.3;0.29;0.12;0.10;0.17;1.16;1.33;0.75;0.46;2.37;Matches;e54a9890
1585;Sekou Mara;fr FRA;FWMF;Southampton;eng Premier League;20-240;2002;5.0;11.6;17.4;66.7;149.2;32.4;7.20;9.40;76.6;2.60;3.20;81.3;0.60;1.20;50.0;0.40;0.16;0.06;0.24;1.20;1.20;0.40;0.00;1.40;Matches;3544641e
1586;Maranhão;br BRA;FWMF;Valencia;es La Liga;26-158;1996;4.8;8.33;12.3;67.8;123.5;32.7;4.17;6.25;66.7;3.54;4.58;77.3;0.21;0.63;33.3;0.00;0.08;0.04;-0.08;0.63;0.83;0.21;0.00;1.25;Matches;ae86d473
1587;Marcão;br BRA;DF;Sevilla;es La Liga;26-295;1996;4.0;46.0;52.8;87.2;760.8;308.0;22.5;24.3;92.8;21.3;22.8;93.4;2.00;4.75;42.1;0.00;0.00;0.00;0.00;0.00;4.00;0.00;0.00;3.25;Matches;133faa84
1588;Solly March;eng ENG;FWDF;Brighton;eng Premier League;28-250;1994;23.9;30.6;42.8;71.6;547.1;131.0;14.1;16.9;83.7;12.1;16.2;75.1;3.47;6.65;52.2;0.17;0.21;0.18;-0.05;1.63;2.01;1.63;0.46;4.56;Matches;bb5fbd2b
1589;Agustín Marchesín;ar ARG;GK;Celta Vigo;es La Liga;35-011;1988;19.0;23.6;33.4;70.7;678.8;484.3;4.26;4.26;100.0;10.8;11.2;97.2;8.47;17.7;47.8;0.00;0.00;0.00;0.00;0.00;0.32;0.00;0.00;0.05;Matches;853b7c48
1590;Federico Marchetti;it ITA;GK;Spezia;it Serie A;40-048;1983;0.7;20.0;25.7;77.8;451.4;250.0;8.57;8.57;100.0;5.71;5.71;100.0;5.71;11.4;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f794b426
1591;Vincent Marchetti;fr FRA;MF;Ajaccio;fr Ligue 1;25-266;1997;20.4;32.9;41.2;80.0;572.6;168.6;14.4;17.0;84.7;12.8;15.0;85.6;3.68;5.64;65.2;0.05;0.05;0.07;-0.00;0.54;4.56;0.78;0.00;5.59;Matches;740f00ac
1592;Riccardo Marchizza;it ITA;DF;Sassuolo;it Serie A;25-001;1998;2.0;43.5;56.5;77.0;765.0;260.0;21.0;22.5;93.3;18.5;22.5;82.2;4.00;11.0;36.4;0.50;0.10;0.05;0.40;1.00;4.00;1.00;0.50;3.50;Matches;91d0fabf
1593;Gian Marco Ferrari;it ITA;DF;Sassuolo;it Serie A;31-040;1992;19.0;41.3;48.4;85.4;840.8;310.1;12.6;13.9;90.5;22.4;24.7;90.6;5.84;8.63;67.7;0.00;0.00;0.01;0.00;0.05;2.63;0.11;0.00;3.37;Matches;8650af85
1594;Emiliano Marcondes;dk DEN;MF;Bournemouth;eng Premier League;28-018;1995;0.1;10.0;10.0;100.0;560.0;370.0;0.00;0.00;;0.00;0.00;;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;10.0;Matches;4d960fc3
1595;Óscar de Marcos;es ESP;DF;Athletic Club;es La Liga;33-347;1989;21.9;46.5;60.1;77.3;781.1;297.4;23.6;26.8;88.1;18.7;23.5;79.4;3.61;6.89;52.3;0.23;0.14;0.14;0.09;1.37;5.30;1.83;0.82;6.44;Matches;9f323c71
1596;José Mari;es ESP;MF;Cádiz;es La Liga;35-111;1987;3.6;35.6;43.6;81.5;768.1;258.3;11.4;14.2;80.4;14.4;15.8;91.2;8.33;11.1;75.0;0.00;0.08;0.03;-0.08;1.39;7.50;0.28;0.00;5.28;Matches;6f4c734d
1597;Pablo Marí;es ESP;DF;Monza;it Serie A;29-208;1993;18.6;49.7;57.1;87.0;1020.8;405.3;14.0;15.7;89.0;28.7;30.4;94.2;6.72;9.84;68.3;0.00;0.00;0.01;0.00;0.05;2.96;0.05;0.00;2.26;Matches;aa54ec6f
1598;José María Giménez;uy URU;DF;Atlético Madrid;es La Liga;28-066;1995;15.9;43.3;50.0;86.5;855.5;315.6;14.2;15.7;90.8;23.5;25.5;92.1;5.03;7.67;65.6;0.00;0.01;0.01;-0.01;0.31;2.58;0.00;0.00;2.45;Matches;f0da930c
1599;Mariano;do DOM;FW;Real Madrid;es La Liga;29-238;1993;0.6;20.0;25.0;80.0;296.7;68.3;16.7;20.0;83.3;1.67;3.33;50.0;1.67;1.67;100.0;0.00;0.67;1.00;-0.67;1.67;1.67;0.00;0.00;1.67;Matches;5c4dc0ff
1600;Pablo Marín;es ESP;MF;Real Sociedad;es La Liga;19-267;2003;3.8;32.4;42.4;76.4;460.5;95.0;20.0;23.4;85.4;8.95;11.8;75.6;2.37;3.16;75.0;0.00;0.21;0.11;-0.21;1.58;2.11;0.53;0.00;3.95;Matches;a83c19cf
1601;R?zvan Marin;ro ROU;MF;Empoli;it Serie A;26-308;1996;20.5;44.9;56.1;80.1;804.1;284.7;19.7;20.7;95.0;17.9;21.4;83.8;5.66;10.2;55.2;0.10;0.10;0.12;-0.00;1.90;3.56;0.98;0.20;3.95;Matches;7fac99d4
1602;Diego Mariño;es ESP;GK;Almería;es La Liga;32-322;1990;0.5;14.0;16.0;87.5;522.0;408.0;0.00;0.00;;8.00;8.00;100.0;6.00;8.00;75.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;d9235a45
1603;Guillermo Maripán;cl CHI;DF;Monaco;fr Ligue 1;28-325;1994;17.5;43.3;49.6;87.2;920.1;300.1;11.0;12.5;88.1;25.8;28.2;91.7;5.83;7.49;77.9;0.00;0.01;0.01;-0.01;0.11;2.29;0.06;0.00;2.51;Matches;d9764034
1604;Marlon;br BRA;DF;Monza;it Serie A;27-201;1995;13.5;52.1;56.6;92.1;920.1;320.8;21.3;22.9;93.2;27.0;28.4;95.3;3.33;4.37;76.3;0.00;0.02;0.04;-0.02;0.07;4.44;0.37;0.15;3.48;Matches;cdf65d12
1605;Omar Marmoush;eg EGY;FW;Wolfsburg;de Bundesliga;24-048;1999;13.1;17.8;27.2;65.4;262.7;64.9;9.69;13.8;70.2;5.80;8.02;72.4;1.30;2.21;58.6;0.08;0.07;0.09;0.01;0.69;1.91;0.92;0.08;3.44;Matches;0e0102eb
1606;Marquinhos;br BRA;MF;Arsenal;eng Premier League;19-354;2003;0.0;2;3;66.7;34;5;1;2;50.0;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;59878425
1607;Marquinhos;br BRA;DF;Paris S-G;fr Ligue 1;28-317;1994;22.1;68.2;71.8;95.0;1195.8;424.0;27.2;28.2;96.5;34.4;35.6;96.8;4.98;5.84;85.3;0.00;0.02;0.04;-0.02;0.27;2.94;0.09;0.00;3.03;Matches;d5f2f82b
1608;Luca Marrone;it ITA;DF;Monza;it Serie A;32-364;1990;1.5;52.0;56.0;92.9;914.0;422.7;22.7;23.3;97.1;26.0;27.3;95.1;3.33;5.33;62.5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.67;Matches;ea468ea8
1609;Eric Martel;de GER;MF;Köln;de Bundesliga;20-332;2002;15.0;32.4;41.1;78.9;547.7;116.3;13.5;16.0;84.6;15.8;18.8;84.0;2.13;3.67;58.2;0.00;0.03;0.04;-0.03;0.20;1.87;0.33;0.13;2.60;Matches;92a16062
1610;Roger Martí;es ESP;FW;Elche;es La Liga;32-083;1991;7.3;16.2;21.9;73.8;198.2;48.9;9.86;11.2;87.8;3.01;4.38;68.8;0.96;1.78;53.8;0.14;0.10;0.05;0.04;1.37;0.96;0.41;0.27;0.96;Matches;0ae4e09a
1611;Roger Martí;es ESP;FW;Cádiz;es La Liga;32-083;1991;5.6;11.6;16.8;69.1;113.6;13.0;8.57;10.9;78.7;1.79;2.68;66.7;0.00;0.18;0.0;0.00;0.05;0.02;-0.05;0.36;0.36;0.18;0.00;0.36;Matches;0ae4e09a
1612;Anthony Martial;fr FRA;FW;Manchester Utd;eng Premier League;27-112;1995;5.1;21.0;26.1;80.5;258.0;80.2;13.7;15.3;89.7;5.49;6.47;84.8;0.39;1.18;33.3;0.39;0.18;0.16;0.22;0.98;1.76;0.78;0.00;2.94;Matches;8b788c01
1613;Aarón Martín;es ESP;DF;Mainz 05;de Bundesliga;25-339;1997;16.5;38.8;51.5;75.5;641.5;256.2;19.9;21.7;91.9;14.2;17.8;79.6;3.64;8.85;41.1;0.18;0.15;0.18;0.03;1.45;3.76;1.52;0.91;4.48;Matches;2f3e911a
1614;Ander Martin;es ESP;MFFW;Real Sociedad;es La Liga;22-131;2000;0.5;24.0;48.0;50.0;350.0;142.0;14.0;18.0;77.8;8.00;18.0;44.4;0.00;2.00;0.0;0.00;0.20;0.00;-0.20;4.00;4.00;0.00;0.00;6.00;Matches;e1e75690
1615;Andrés Martín;es ESP;FWMF;Rayo Vallecano;es La Liga;23-259;1999;1.6;15.0;34.4;43.6;253.1;71.3;7.50;13.1;57.1;4.38;8.13;53.8;1.88;6.88;27.3;0.00;0.31;0.13;-0.31;0.63;0.63;1.88;1.25;1.88;Matches;2ae30661
1616;Carlos Martín;es ESP;DF;Atlético Madrid;es La Liga;20-339;2002;0.1;20.0;20.0;100.0;270.0;10.0;10.0;10.0;100.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;64035864
1617;Iván Martín;es ESP;MF;Girona;es La Liga;24-041;1999;7.7;30.9;37.5;82.4;440.6;90.4;17.5;19.4;90.6;10.6;12.5;85.4;1.43;2.34;61.1;0.13;0.14;0.12;-0.01;0.91;1.82;0.78;0.26;2.73;Matches;ae48c5cb
1618;Jonas Martin;fr FRA;MF;Lille;fr Ligue 1;32-352;1990;2.1;77.6;89.0;87.2;1341.4;344.3;40.0;44.8;89.4;23.8;28.1;84.7;10.5;12.9;81.5;0.00;0.00;0.05;0.00;0.48;8.10;0.48;0.00;8.10;Matches;468fdbad
1619;Martinelli;br BRA;FW;Arsenal;eng Premier League;21-282;2001;25.0;27.5;36.7;74.9;426.8;85.5;14.7;17.2;85.4;9.60;11.7;82.2;2.16;4.36;49.5;0.08;0.22;0.20;-0.14;1.72;1.12;1.28;0.12;3.24;Matches;48a5a5d6
1620;Arnau Martinez;es ESP;DF;Girona;es La Liga;19-336;2003;19.5;41.4;51.5;80.3;622.9;224.3;24.5;27.1;90.2;13.3;16.2;82.2;2.67;5.33;50.0;0.10;0.12;0.09;-0.02;1.28;2.46;0.92;0.62;3.64;Matches;c3e66ffe
1621;Emiliano Martínez;ar ARG;GK;Aston Villa;eng Premier League;30-206;1992;24.4;28.4;37.7;75.2;751.4;495.5;5.86;5.86;100.0;14.5;14.6;99.2;7.91;16.9;46.8;0.00;0.01;0.01;-0.01;0.08;0.66;0.00;0.00;0.00;Matches;7956236f
1622;Iñigo Martínez;es ESP;DF;Athletic Club;es La Liga;31-314;1991;12.0;43.3;52.8;82.0;904.9;351.2;14.3;16.4;87.3;21.1;23.8;88.5;7.17;11.0;65.2;0.00;0.02;0.01;-0.02;0.42;3.67;0.17;0.00;4.08;Matches;3fc45c73
1623;Lautaro Martínez;ar ARG;FW;Inter;it Serie A;25-217;1997;23.7;17.1;23.3;73.4;256.7;62.6;8.95;11.7;76.5;5.65;7.05;80.2;1.18;1.56;75.7;0.13;0.16;0.10;-0.03;1.52;1.35;0.89;0.04;2.87;Matches;f7036e1c
1624;Lisandro Martínez;ar ARG;DF;Manchester Utd;eng Premier League;25-068;1998;20.6;55.5;64.1;86.6;1001.6;339.8;22.0;23.4;93.8;28.8;30.7;94.0;3.98;8.35;47.7;0.00;0.01;0.05;-0.01;0.29;3.83;0.24;0.00;3.45;Matches;bac46a10
1625;Lucas Martínez Quarta;ar ARG;DF;Fiorentina;it Serie A;26-321;1996;17.1;50.1;61.8;81.1;1101.7;445.4;13.9;16.0;86.5;26.9;29.8;90.2;8.77;14.0;62.8;0.06;0.02;0.04;0.04;0.29;4.50;0.23;0.00;4.74;Matches;3ec3c1c9
1626;Roger Martínez;es ESP;DF;Espanyol;es La Liga;18-356;2004;0.1;50.0;50.0;100.0;1040.0;260.0;20.0;20.0;100.0;20.0;20.0;100.0;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;10.0;Matches;937c6ae6
1627;Gelson Martins;pt POR;MFFW;Monaco;fr Ligue 1;27-320;1995;3.8;31.8;40.8;78.1;434.5;99.2;19.5;22.6;86.0;10.3;12.9;79.6;0.79;2.11;37.5;0.00;0.08;0.11;-0.08;0.79;2.11;2.37;0.00;3.68;Matches;3ef0fa48
1628;Adam Maruši?;me MNE;DF;Lazio;it Serie A;30-161;1992;25.3;53.0;61.6;86.1;807.5;319.2;29.7;32.2;92.1;18.5;21.5;86.0;3.36;5.34;63.0;0.08;0.04;0.04;0.04;0.36;3.48;0.24;0.12;3.83;Matches;d4535821
1629;Omar Mascarell;es ESP;MF;Elche;es La Liga;30-053;1993;22.2;37.1;44.0;84.3;677.8;196.9;16.2;17.9;90.4;16.0;18.0;89.2;4.19;6.62;63.3;0.00;0.04;0.04;-0.04;0.81;3.78;0.09;0.05;4.23;Matches;11fd2b75
1630;Adam Masina;ma MAR;DF;Udinese;it Serie A;29-084;1994;5.3;36.0;46.8;77.0;799.4;348.9;11.1;12.6;88.1;17.4;21.1;82.1;7.17;11.9;60.3;0.00;0.02;0.04;-0.02;0.19;2.83;0.75;0.57;2.64;Matches;de0f152c
1631;Jordi Masip;es ESP;GK;Valladolid;es La Liga;34-083;1989;16.9;26.5;36.8;72.0;744.9;533.8;3.49;3.49;100.0;14.3;14.4;99.2;8.46;18.5;45.7;0.00;0.00;0.00;0.00;0.00;0.41;0.00;0.00;0.00;Matches;8fae77ea
1632;Erhan Mašovi?;rs SRB;DF;Bochum;de Bundesliga;24-125;1998;15.5;29.1;36.2;80.4;565.8;200.6;9.55;11.0;87.1;16.1;18.1;88.9;2.97;5.87;50.5;0.00;0.03;0.03;-0.03;0.45;2.06;0.06;0.00;2.65;Matches;a396fb61
1633;Han-Noah Massengo;fr FRA;MF;Auxerre;fr Ligue 1;21-263;2001;6.9;25.8;31.4;82.0;425.7;115.2;11.2;13.0;85.6;10.6;11.9;89.0;2.32;3.04;76.2;0.00;0.06;0.12;-0.06;0.87;1.88;1.30;0.29;2.75;Matches;eba1e557
1634;Yanis Massolin;fr FRA;MF;Clermont Foot;fr Ligue 1;20-188;2002;0.7;42.9;55.7;76.9;710.0;221.4;21.4;25.7;83.3;18.6;24.3;76.5;2.86;4.29;66.7;0.00;0.00;0.00;0.00;0.00;4.29;0.00;0.00;5.71;Matches;6ea05ca7
1635;Jaime Mata;es ESP;FWMF;Getafe;es La Liga;34-154;1988;0.6;25.0;35.0;71.4;345.0;51.7;16.7;21.7;76.9;6.67;10.0;66.7;1.67;1.67;100.0;1.67;0.83;0.17;0.83;1.67;1.67;1.67;0.00;3.33;Matches;02319ad7
1636;Pape Matar Sarr;sn SEN;MF;Tottenham;eng Premier League;20-194;2002;1.6;64.4;70.6;91.2;945.0;218.8;33.1;35.0;94.6;26.9;28.1;95.6;1.25;3.13;40.0;0.00;0.00;0.00;0.00;0.63;4.38;0.00;0.00;6.88;Matches;feb5d972
1637;Eliot Matazo;be BEL;MF;Monaco;fr Ligue 1;21-040;2002;9.0;32.3;38.9;83.1;631.0;141.2;12.2;14.6;84.0;15.3;17.7;86.8;4.56;5.56;82.0;0.00;0.01;0.02;-0.01;0.11;3.78;0.22;0.00;4.56;Matches;15944afd
1638;Jean-Philippe Mateta;fr FRA;FW;Crystal Palace;eng Premier League;25-272;1997;7.7;11.9;17.4;68.7;133.6;17.3;8.18;11.0;74.1;2.08;3.12;66.7;0.39;0.52;75.0;0.00;0.08;0.01;-0.08;0.65;0.52;0.00;0.00;0.65;Matches;50e6dc35
1639;Nemanja Mati?;rs SRB;MF;Roma;it Serie A;34-238;1988;15.8;54.0;63.3;85.3;953.2;288.2;24.4;26.0;93.9;21.5;24.7;86.9;6.14;9.24;66.4;0.06;0.10;0.08;-0.04;0.95;6.46;0.76;0.13;6.39;Matches;eb7822d7
1640;Joël Matip;cm CMR;DF;Liverpool;eng Premier League;31-231;1991;9.1;63.0;73.0;86.3;1142.6;379.0;24.4;27.7;88.1;32.6;35.4;92.2;5.05;7.69;65.7;0.00;0.03;0.04;-0.03;0.33;4.40;0.66;0.00;4.84;Matches;b217ef29
1641;Henning Matriciani;de GER;DF;Schalke 04;de Bundesliga;23-013;2000;13.4;31.3;42.2;74.3;617.7;230.8;10.4;12.2;84.8;17.6;21.7;81.1;3.13;6.49;48.3;0.00;0.01;0.02;-0.01;0.07;1.57;0.22;0.07;2.01;Matches;ab3f1bdf
1642;Chrislain Matsima;fr FRA;DFMF;Lorient;fr Ligue 1;20-316;2002;2.5;43.2;50.8;85.0;803.6;265.2;13.6;14.4;94.4;24.8;27.2;91.2;3.20;6.40;50.0;0.00;0.00;0.00;0.00;0.00;1.20;0.00;0.00;0.40;Matches;cf1ef7ec
1643;Chrislain Matsima;fr FRA;DF;Monaco;fr Ligue 1;20-316;2002;1.4;72.1;84.3;85.6;1120.0;422.9;35.7;41.4;86.2;32.1;36.4;88.2;2.14;2.86;75.0;0.71;0.29;0.21;0.43;0.71;7.86;2.86;0.00;11.4;Matches;cf1ef7ec
1644;Jean Mattéo Bahoya;fr FRA;FWMF;Angers;fr Ligue 1;17-324;2005;0.3;60.0;73.3;81.8;823.3;113.3;23.3;30.0;77.8;26.7;30.0;88.9;3.33;3.33;100.0;0.00;0.33;0.00;-0.33;3.33;3.33;3.33;0.00;3.33;Matches;70d4c949
1645;Azor Matusiwa;nl NED;MF;Reims;fr Ligue 1;24-333;1998;20.0;48.2;56.5;85.2;936.8;305.8;17.3;20.5;84.4;22.4;24.6;91.1;7.10;8.70;81.6;0.00;0.03;0.04;-0.03;0.70;5.25;0.50;0.00;7.40;Matches;a17a94d6
1646;Neal Maupay;fr FRA;FW;Everton;eng Premier League;26-225;1996;10.5;15.0;20.2;74.1;198.2;17.2;9.90;12.0;82.5;3.81;5.05;75.5;0.57;0.76;75.0;0.00;0.05;0.02;-0.05;0.57;0.67;0.19;0.00;0.76;Matches;4bcf39f6
1647;Aïman Maurer;ma MAR;MF;Clermont Foot;fr Ligue 1;18-183;2004;4.4;15.5;21.1;73.1;255.2;70.9;7.95;9.77;81.4;6.36;7.73;82.4;0.91;2.95;30.8;0.00;0.11;0.16;-0.11;0.68;0.45;0.68;0.23;1.36;Matches;87d31635
1648;Stephy Mavididi;eng ENG;FW;Montpellier;fr Ligue 1;24-300;1998;10.5;16.3;21.8;74.7;221.0;41.3;8.67;11.0;78.4;4.76;5.71;83.3;1.05;1.43;73.3;0.10;0.07;0.07;0.03;0.57;0.76;0.19;0.10;1.33;Matches;30144daa
1649;Konstantinos Mavropanos;gr GRE;DF;Stuttgart;de Bundesliga;25-106;1997;20.8;48.5;58.6;82.8;1061.2;385.6;14.3;16.8;85.1;24.7;27.3;90.5;9.18;12.8;71.8;0.05;0.05;0.04;0.00;0.58;3.27;0.53;0.10;4.28;Matches;963611
1650;Christian Mawissa;fr FRA;DF;Toulouse;fr Ligue 1;17-343;2005;1.1;37.3;43.6;85.4;545.5;242.7;23.6;26.4;89.7;11.8;13.6;86.7;0.91;0.91;100.0;0.00;0.00;0.00;0.00;0.00;0.91;0.00;0.00;5.45;Matches;2c70d915
1651;Philipp Max;de GER;DF;Eint Frankfurt;de Bundesliga;29-178;1993;5.2;47.9;64.2;74.6;772.7;294.8;25.8;28.7;89.9;18.1;23.8;75.8;3.65;9.23;39.6;0.00;0.13;0.27;-0.13;1.35;3.65;1.92;0.96;4.04;Matches;826e8b63
1652;Eric Maxim Choupo-Moting;cm CMR;FW;Bayern Munich;de Bundesliga;34-004;1989;11.4;17.9;23.4;76.4;235.8;66.1;10.9;13.3;81.6;4.56;5.53;82.5;0.70;1.14;61.5;0.18;0.15;0.18;0.03;1.23;1.93;1.05;0.09;3.60;Matches;0e6bc38c
1653;Luís Maximiano;pt POR;GK;Lazio;it Serie A;24-081;1999;0.1;30.0;40.0;75.0;980.0;900.0;10.0;10.0;100.0;0.00;0.00;;20.0;30.0;66.7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;3318286e
1654;Fernand Mayembo;cg CGO;DF;Ajaccio;fr Ligue 1;27-077;1996;6.4;35.9;41.1;87.5;723.4;178.1;11.1;12.5;88.8;19.4;21.4;90.5;5.00;6.41;78.0;0.00;0.02;0.00;-0.02;0.31;0.78;0.00;0.00;1.41;Matches;b20cc590
1655;Borja Mayoral;es ESP;FW;Getafe;es La Liga;25-356;1997;23.6;19.2;25.9;74.3;280.6;51.0;11.2;13.6;82.8;4.96;6.82;72.7;1.65;2.16;76.5;0.08;0.10;0.11;-0.01;0.64;1.27;0.72;0.08;1.82;Matches;64e8ed6d
